,Tweet,Emotion
869,"  Si acele nu vor raspunde in fata nimanui . Vor lucra acolo in continuare , vor "" trata "" la fel alti batrani , fix la fel !    Nu pot sa scriu ce cuvinte imi vin acum , revolta pe care o simt ... Ceea ce as scrie ar face sa explodeze toat",Furie
870,", euforic dupa victoria cu TSKA Sofia din Europa League : "" In Romania nu avem asa adversari """,Bucurie
871,"AS Roma – CFR Cluj , în direct la Digi Sport 1 : Românii așteaptă o nouă minune ...   on",Neutru
872,"Tragedie în Sibiu , în această dimineață , pe șoseaua de centură a municipiului Mediaș . Un de 24 de ani a murit pe loc , după ce a ajuns cu mașina sub un   accident  ",Tristete
873,Frumoase vremuri !,Bucurie
874,": "" Mi -am dat lucrarea de licență , la oral , cu domnul Ponta . Pe vremea aceea , nu era în politică și era foarte simpatic , foarte înțelept și înțelegător cu noi . """,Bucurie
875,"  nasol , eu mi- am luat o pereche nouă de papuci .",Tristete
876,Viiturile au cărat cam tot ce au găsit în fața iar localnicii s- au trezit cu ulițele pline de gunoaie . Imaginile sunt dezolante după ploile torențiale .     Mizeria a venit odată cu scurgerile de pe vernați .,Tristete
877,Mda ... Parca e mai mult de plans . 🤦 🏼‍ ♀ ️ uite unde sunt banii nostri .... La dracu cu ei . ca imi fac nervi degeaba 🙄,Furie
878,"Ca Va Repetati Duminică La Aceleasi Slujbe Indracite Cu Priviri Zavistoase , Vampiroase Și Invidioase . Nu Faceti Altceva Decat Sa Ii Predați Mana Slujitorilor Bisericii Ortodoxe Române Și Să Va Jefuiască De Bani Și Egalitatea În Drepturi Cand Este Vorba De Credință .",Furie
879,Cam ... nasol 😬 o fi o perioadă din aia în care twitter face curățenie,Tristete
880,Atac terorist în Viena : anunță mai mulți . Cel puţin un mort şi 15 răniţi -,Frica
881,"Proiect de lege , înregistrat la Parlament - Moldova ar putea renunța la schimbarea orei Energie Electrică , Moldova , Ora De Vară , parlament , Proiect De Lege , Republica Moldova , Sănătatea Oamenilor , Schimbarea Orei  ",Neutru
882,"Rezultatul a fost apariția IXS Enterprise , o navă care pare desprinsă din filmele , de unde de altfel și numele . NASA spatiu viitor  ",Neutru
883,"Uită -te în calendar ! Aceasta este ziua ta ! Așa că primește felicitările de la noi . soarelui ? vântul ? Este totul pentru tine ! Admiră și prețuiește ! Uită de probleme și îndoieli și urmează -ți soarta cu un zâmbet mai larg !    La mulți ani ,",Bucurie
884,Frustrare mai mare decât aceea când nu înțelegi nimic la mate nu există . :)),Furie
885,"Buna , , , zile incarcate , , cu noima si fara noima , , , online mereu si teme multe , , asa se intrevad zilele mele , , cu raceala care este pe sfarsite si zilele de toamna mohorate care se scurg una dupa alta , , , , vreau sa iesim odata din carantina , , , nu imi place situatia deloc * * * *",Tristete
886,"FC Argeș pierde la Sibiu , iar Academica Clinceni este matematic calificată în playoff",Neutru
887,nimeni nu mă vede parcă nu exist . de mine lumea se ferește și am sufletul trist de necaz și de durere . aș striga la cer dar stau și sufăr în tăcere că am inima de fier,Tristete
888,", despre sedinta de Guvern : "" Nu suporta amanare "" . Ar urma sa participe si ministrii USR PLUS",Neutru
889,"  Mă doare capul de la întrebare dar răspunsurile în care mălaiul mâncat este sugerat , sunt priceless . Acum aflu că avem ceva de eschimos în noi și ne trimitem bătrânii în viscol să moară .",Neutru
890,"Pocainta inseamna sa fii indurerat de pacate , pe care alta data le iubeai , in asa fel incat sa nu le mai faci .",Tristete
891,": din Bucureşti a speriat "" presa miluită "" cu fonduri de la Guvern -  ",Frica
892,Rețetă de la străbunici,Neutru
893,eleganti pentru barbati - shop-butic magazin,Neutru
894,"  Bai , Ioane , eu nici macar nu mananc cu asa ceva ! Daca ma duc pe unde si sunt servit cu asa ceva , desi refuz politicos , tin sa arat si ca sunt si jignit , pentru ca este o jignire pentru mine unul . Eh , cum sa folosesti asa ceva la impartasanie ? Sunt",Furie
895,"Poveste de dragoste tristă care te face să plângi , impresionantă 😭   via",Tristete
896,Cauta produsele atat pentru femei cat si pentru barbati cu buline pe Sosetaria in acest weekend si le poti cumpara cu o reducere de 20% .,Neutru
897,"  Javra asta securistă trebuia să fie în pârnaie de multă vreme . Un personaj toxic , o scursură umană care coboară nivelul oricărei dezbateri publice . Multă MUIE ii urez ! !",Furie
898,"În rugăciunea „ Îngerul Domnului ” , a încredinţat milostivirii lui Dumnezeu sufletele celor care şi- au pierdut viaţa şi s- a rugat pentru familiile îndurerate .",Tristete
899,"Carmen Ivanov   : “ domnule Bocai , pe ce sens se circulă acum îngreunat pe un singur sens și pe ce sensuri se circulă pe un singur sens ? ” Întreb și eu : ce sens are sensul acestei întrebări ?",Neutru
900,"Dupa ce Guvernul a bagat spaima in populatie cu termoscanarea , in zilele noastre nemaifiind posibil accesul in hypermarketuri fara ca temperatura unui sa fie luata de paznicul de la intrarea , vedem acum termoscanarea si pe strazi .",Frica
901,", discutat în parlament   ",Neutru
902,"doborâtă din cauza unor care vor sa te rănească , nu trebuie sa te sa le dai atenție nici măcar puțin , fii tu , în adevărata și unica ta față sper sa ai parte doar de fericire și tine minte că sunt persoane importante din viața ta care tin la tine i love u bubu ❤ ️",Bucurie
903,"  Astia se livreeaza si acasa?Oare au si aproape de , aici la mine ?",Neutru
904,"castigatori concurs ZiuaMerelor 🎉 Felicitări tuturor pentru participare la concurs și pentru livada frumoasă cu meri așa . 🍎 Iar cei 3 ai unui arbore de măr sunt : Păduraru Andreea Anca , și . ➡ ️ Așteptăm datele dumneavoastră …",Bucurie
905,Fratemeu are toane sa ma pis pe toanele lui ca sta acasa inca o luna,Furie
906,Cand m- am uitat in ziar si am vazut ca avem golaveraj 0 .. ! a IZBUCNIT la conferinta de presa ! CFR -ului lanseaza un atac violent la adresa FRF : Rade toata lumea de   noi !,Furie
907,"Băi , ce m- am întristat . Măcar am reușit să ajung la un concert de al lor la București .",Tristete
908,Au început lucrările la clădirea Academiei de Muzică din Mănăştur,Neutru
909,"Oroare în Mexic , doi torturați și dezmembrați : ascunse într- un cărucior de supermarket",Frica
910,Acum intelegeti de ce tremura pe Firea si complicii ei ?,Frica
911,"  Asa ca am incercat sa vb cat mai mult cu ei si sa le inteleg gandirea si punctul de vedere . Si apoi le- am zis si de depresie , self harming si alte prostii si greseli facute . Si ei au m- au inteles . Trebuie doar sa le dai o sansa cred .. sper ca n",Tristete
912,"  nu le- aș răspunde nici io , decât cu câteva șuturi și scatoalce . 90 % din ei sunt neamuri proaste , zbiară , sunt agresivi și pun probleme tâmpite pe tapet . Vagabonzi de ultimă speță . Și vagaboande , să nu discrimin �",Furie
913,"Oare isi imagineaza careva ce mancatorie e in PMB intre "" oamenii aia de bine""care ii scriu la Nicusor "" cu revolta "" , dupa ce au lins'o in cur pe Firea , si acum s'au aliniat la curul lui Spectacol , frate ! 😂",Furie
914,"Dragi români ,   Pe 27 septembrie mergeți la vot pentru a- i alege pe cei care pot dezvolta orașul sau comuna în care trăiți !",Neutru
915,"  sincer cred ca am doar eu toane proaste probabil nu trebuia s- o iau personal dar ma simt , , , , marginalizata",Furie
916,"anxietate   Trăiești cu anxietate , dar ți- e frică să recunoști și să te tratezi când ... Toată lumea e anxioasă în jurul tău : tăi , preotul , , medicul tău , tău ... Orice om trăieaște cu o doză de anxietate ..",Frica
917,Putin este ingrijorat de evolutia pandemiei de COVID-19 in Rusia : Luam in considerare folosirea resurselor Ministerului Apararii,Frica
918,"ASCULTĂ , DUMNEZEULE , strigătele mele , ia aminte la rugăciunea mea !    De la capătul pământului strig către Tine cu inima mâhnită și zic : „ Du -mă pe stânca pe care n- o pot ajunge , căci este prea înaltă pentru mine ! ” …",Tristete
919,"“ Avem vanități , ambiții , alergăm după bani , după succes , după glorie . Și , din când în când , în sufletele noastre se strecoară o îndoială , o teamă de zădărnicie . Ne întrebăm , descumpăniți și , dacă viața nu e absurdă , totuși . ”",Tristete
920,"✍ ️ ... haideți în grădina mea să simțim gustul savuros al bobițelor de zmeură ! .... până atunci , vă doresc o seară binecuvântată !",Bucurie
921,"   Greșit ! Din martie s- a pornit greșit și acum suportăm consecințele ! Nu uitați , cazurile au crescut în momentul în care OAMENII S- AU TESTAT PE BANII LOR ! Deci , trageți concluziile singură !",Furie
922,"Nu știu altii cum sînt , dar eu când citesc Cioran mă umplu de o stare de euforie , beatitudine și reverie omogenizate , apreciindu -L și mai mult pe Dumnezeu in viața mea .   Introspecție de alt rang .",Bucurie
923,"  Si ce te- ai mai necajit pe BCR ca -ti fute planurile ... 🤣 pai pt 30 de secunde de actiune , stiau ei ca n- are rost sa te complici",Tristete
924,"  nu i- a tâmpit , doar i- a împiedicat să mai mimeze normalitatea .",Furie
925,PSD : trebuie să iasă din letargie şi să rezolve criza politică majoră din Guvern .,Neutru
926,"Bullying -ul este comportament de excludere și de luare în derâdere a cuiva , de umilire .   Cuvântul „ bullying ” nu are o traducere exactă în română , însă poate fi asociat cu termenii de intimidare , terorizare , brutalizare .",Frica
927,"   Traiasca golanii care il doreau pe presedinte si pe criminalul . Goalnilor , ... Au venit sunt aici . Priviti la Mu-Iohannis . PIB -ul e al lor si padurile si apa si gazele si copilele . Sictir , ...",Furie
928,"  Dacă și Paleologu face propaganda .... Am ajuns jalnic , suntem un popor bolnav !",Tristete
929,"  Ei , hai să vedem acum cum va arăta Marea Britanie și bexituită și depopulată de „ noua tulpină ” . Sunteți serioși , mai gândiți cu ' , sau vă folosiți în continuare doar creierii din cur ? -o -n pizda mă-sii , că prea -i c",Furie
930,Păi nu -i destulă mâhnire pe lumea asta întoarsă cu fundul in sus ? ?,Tristete
931,"Pentru a fi creativi , pentru a avea o stare de bine și frumos în atelier , una dintre frazele noastre   preferate este :   , , o zi fără zâmbet "" ! ! !    Vă dorim un weekend de poveste ❤ ☀ ️ 🤗",Bucurie
932,Accident cu pe Drumul Național 1   brasov dinjudeţ eveniment accidentbrasov,Neutru
933,Așa că am creat un newsletter despre :    ( 1 ) idei care merită mai multă atenție    ( 2 ) lucruri care fac viața * oleacă * mai ușoară sau mai plăcută .,Bucurie
934,Locul misterios din România care îţi dă reci,Frica
935,"Maria este cel mai frumos nume din lume ! La multi ani tuturor , hai si Marianilor ! Va pup , sa avem o zi minunata , binecuvantata de Sfanta Fecioara . ♥ ️ . . . mariaandreea maria soymaria love …",Bucurie
936,cred ca dacă îți fut una te la concertu lu Denisa,Furie
937,"Părintele : Sfintele Icoane nu poartă bacterii și viruși , ele poartă dragoste - De Interes - Gânduri Ortodoxe",Bucurie
938,O zi de extaz iubire,Bucurie
939,Esti mega super extra frumi 😍 😍 😍 😍 Te rog io mult blocheaza -l pe baietul ala    de a scris toate textele ..... mi -a leșinat toata inspiratia 😂 😂 😂 😂,Bucurie
940,Unele firme profita foarte mult de aceasta situatie globala in care toata lumea sufera si este indurerata . Unele firme s- au umplut de bani de la oamenii simpli si neajutorati . De ce s- a ajuns pana aici incat unii i- a pielea de pe un din clasa muncitoare?Sunt interese .,Tristete
941,„ Fiți sănătoși și veseli ! ” – articol de Costin   Tuchilă,Bucurie
942,și- a alarmat . Cu ce probleme de sănătate se confruntă prezentatoarea TV : ” S -au speriat și copiii … ” ...,Frica
943,"Bună dimineața , ! Multă sănătate ! Începem săptămâna și luna cu un zâmbet și cu optimism , pentru că așa ne vom întări imunitatea și , respectând regulile impuse de autorități vom trece cu bine și peste această criză sanitară …",Bucurie
944,profa de romana tocmai m- a acuzat ca am copiat un comentariu cand eu m am chinuit o ora sa il fac . ......,Tristete
945,"Liceenii fac scandal când nu îi/se protejează , nepurtând masca corect , peste nas . Au ajuns chiar și cu plângeri la Director .    Alți cretini urlă că le suferă cu "" botniță ” la școală . Da , suferă că au așa idioți .",Furie
946,"  Poate l- a doborât distanțarea asta socială față de musculițe , mai știi ... ?",Tristete
947,"Arafat , semnal de alarmă : „ Încercăm să nu ajungem în situația de a alege dintre doi pe cine să punem la   ventilator ”",Frica
948,"Am avut o broasca în birou azi dimineață . Păcat că am fobie , altfel cine știe , eram în tărâmul "" a fost odată ca niciodată "" acum .",Frica
949,"Și au început să moară . Ce surpriză . Neplăcută pentru , care a fost nevoit să iasă de sub pat afișând un bronz inexplicabil . Chiar , cum Dumnezeu te bronzezi în halul ăsta stând doar în casă ?",Tristete
950,", provocare pentru : "" Trei dezbateri electorale , fata in fata , pe teren neutru , in ultima saptamana de campanie """,Neutru
951,"  Pai da .. peste doi adica multi , prea multi ... oare nu au , nepoti . Nici nu stiu cum sa ma mai exprim de atata indignare , repulsie .... 😪",Furie
952,"România , motiv de îngrijorare pentru OMS din cauza exploziei de cazuri cu noul coronavirus ! “ Riscă să devină Brazilia Europei ” ...",Frica
953,"Ceea ce părea de neimaginat a devenit , în era digitală , fapt divers consemnat ca atare : o statuie a lui a fost vandalizată şi doborâtă într- un american  ",Tristete
954,Încă un client satisfăcut !,Bucurie
955,"   Nu e fan PSD cum nici eu nu sunt dar punând în balanță ⚖ cred că guvernele PSD , toate , au arătat mai multă aplecare spre oameni decât jigodiile pndl , și să mă sugă de pulă iar PSD -ul să- �",Furie
956,"  Eu nu ar trebui să mă simt ofensat dacă supermarketul meu a eliminat delicioasele ciolane afumate de porc făcute la cuptor , deoarece toți vânzătorii sunt anti-porc ? ? ? 😥 😥 😥 😥 Au băgat pizza "" italiană "" halal ! ! ! ! !",Furie
957,Reteta zilei : Sufleuri de legume cu bacon,Neutru
958,NASA va da bani companiilor private care aduc roci și praf de pe Lună -,Neutru
959,"Urmareste LIVE 🔴 direct din Spatiu de pe Statia NASA   prin   - IT , Stiri IT , TV Online fara sopcast",Neutru
960,Am publicat rezultatul nostru predictoriu pentru ora 10:30 ! Puteti vedea rezultatul in acest sondaj creat de echipa Digi 24 !,Neutru
