text,Ad1,Ad2,Ad3,sum_labels,agreed_labels,percentual_labels,labels_numbers
"Ai avut vrun batalion la masa?, cine a mancat noaptea atâta mancare? <|PROPN|> ","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 0, 0]","[0, 2, 0, 1, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0.66, 0, 0.33, 0.33, 0, 0]",[2]
La cate liste am facut cred ca va stiu si dupa locatie,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0.33, 0.66, 0]",[6]
🤗 iti doresc o zi perfecta!,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0.33, 0.66]",[7]
Fotbal:- Riscul excluderii <|PROPN|> din circuitul EURO 2020 a fost eliminat-,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 1, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0.33]",[5]
"""Mor cate 2-3 pe zi!"" A uluit pe toata lumea cu declaratia lui! Ce putut sa spuna <|PROPN|> despre pandemia de coronavirus in ziua in care <|PROPN|> a depasit 4000 de cazuri |","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 2, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0.66, 0.33, 0.33, 0, 0, 0]",[2]
"Cum am dormit într- un IGLU? În <|PROPN|> ! ( preț, locație )","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0]",[5]
"Robotul de bucatarie <|PROPN|> de la <|PROPN|>, un aliat de nadejde in etapa diversificarii |","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0.33, 0.66, 0]",[6]
"nu glumeşte la CFR! "" Vă jur pe <|PROPN|> că nu mai bag echipa nicăieri! "" Atac furibund la adresa lui","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.33, 0, 0, 0.66, 0, 0, 0]",[4]
"AUDIO Strigătul de ajutor al <|PROPN|> , fata sechestrată de, făcut public din nou de rudele: „ Mi- e frică, veniţi, mi- e frică! “","[1, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[1, 0, 3, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0, 1, 0, 0, 0, 0]",[3]
"„Și Însuși Domnul nostru <|PROPN|> și <|PROPN|>, Tatăl nostru, care ne-a iubit și ne-a dat prin harul Său o mângâiere veșnică și o bună nădejde, să vă mângâie inimile și să vă întărească în orice lucru și cuvânt bun!” 2 <|PROPN|> 2:16-17","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 2, 2]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0.66, 0.66]","[6, 7]"
", luat prin surprindere de fetița lui: "" Am plâns în pumni!... via","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0, 0.33, 0, 0]",[1]
Caracatițele! Aș putea să mă uit la ele ore în șir. Sunt niște cu super puteri.,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",[2]
"Superb! Servim un vin care instiga la pace, liniste, prietenie si negresit beatitudine.","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0.33, 1]",[7]
"𝙊𝙧𝙛𝙚𝙡𝙞𝙣𝙖𝙩𝙪𝙡 𝙗𝙖𝙣𝙩𝙪𝙞𝙩 𝙙𝙚 𝙥𝙚 𝙨𝙩𝙧𝙖𝙙𝙖 <|PROPN|> (𝘽𝙪𝙘𝙪𝙧𝙚𝙨𝙩𝙞) Unul dintre cele mai celebre mituri urbane din <|PROPN|> este acela al orfelinatului bântuit din Centrul Vechi. De fapt, sunt mai multe clădiri","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[0, 1, 3, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0.33, 1, 0, 0, 0, 0]",[3]
"anul asta am stat 6 saptamani in praf de <|PROPN|> , la cativa km de o fosta colonie de deportati. din dragoste.","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.33, 0, 0, 0, 0.66, 0, 0]",[5]
"HALUCINANT – Doctorii ar fi refuzat să opereze o femeie gravidă, pentru că nu avea testul <|PROPN|>: copilul a murit","[0, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 2, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.33, 0.33, 0, 0.66, 0, 0, 0]",[4]
"Iga Swiatek, uluită după finala câștigată la <|PROPN|>. „Nu îmi dau seama ce se întâmplă, sunt foarte fericită”. Mesaj emoționant pentru tatăl ei","[0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]","[0, 2, 0, 0, 0, 0, 2]","[0, 1, 0, 0, 0, 0, 1]","[0, 0.66, 0, 0, 0, 0, 0.66]","[2, 7]"
"Incidentele din comuna brașoveană <|PROPN|>, în care țiganii l-au amenințat cu moartea pe primar dacă nu le dă de mâncare, sunt doar începutul. Bomba socială a comunităților de romi întorși din țările europene a început deja să explodeze.","[1, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[1, 1, 3, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0.33, 1, 0, 0, 0, 0]",[3]
Întrebarea mea nu este despre asta de loc. Văd f multe conturi din <|PROPN|> care dau crezare și iau de bune conturi de twitter fără nume și fără sa știe de loc cine este in spatele acelor conturi. Nu înțeleg mecanismul care ii face,"[0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.33, 0.33, 0, 0, 0.66, 0, 0]",[5]
"Domnul <|PROPN|> este DRAGOSTEA <|PROPN|>. (1 <|PROPN|> ) Preaiubiţilor, să nu daţi crezare oricărui duh, ci să cercetaţi duhurile dacă sunt de la <|PROPN|>; căci în lume au ieșit mulţi proroci mincinoși. Duhul…","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 2, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0.66, 0.33]",[6]
"Zi frumoasă îți doresc, ☕ ️ 🍂 🍁","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0.33, 1]",[7]
România pentru totdeauna.,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 1, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0.33]",[5]
Lugojul dezolant! Una dintre străzile centrale ale orașului cu cratere și iarbă de jumătate de   metru,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
"liga1 playoff etapa2 fcsbcraiova Aceasta este echipa trimisă în teren de în partida cu Universitatea <|PROPN|> , care va începe la 20:30, în direct la Digi <|PROPN|> , ; …","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
"Momentul halucinant când o ursoaică ”prinde” 3 turiste ieșite la plimbare! Ce le face animalul înainte să plece- VIDEO turiste, turiști, <|URL|> ","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0]","[0, 3, 1, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0.33, 0, 0.33, 0, 0]",[2]
Artiștii ceramici din <|PROPN|> creează uimitoare ceramică în miniatură,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 2, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0.66, 0, 0, 0.33, 0, 0]",[2]
Ce te <|PROPN|> pe tine grija? Te-a înjurat pe tine de morți fără motiv???,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 2, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0.33, 0, 0]",[4]
"asa i romanul, dar si <|PROPN|> oi da de aia buni, sa vezi ce bucuros o sa fii:))","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0.33, 0.66]",[7]
"personal decolteul ala patrat arata cel mai bine pe mine, in rest <|PROPN|> whatevr makes u feel confident <|PROPN|> xx","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 3, 1]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0.33]",[6]
La 9 ani este fantastică!!!#romaniiautalent,"[0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 1, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0.33, 0, 0, 0, 0.33, 0.66]",[7]
"Criza sanitară are efecte dezastruoase asupra evoluției demografice în <|PROPN|>, cele mai recente statistici arătând creșteri ale numărului de decese în perioada aprilie- septembrie 2020 față de perioada similară a anului anterior. Fenomen îngrijorător...","[1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[2, 1, 2, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[0.66, 0.33, 0.66, 0, 0, 0, 0]","[1, 3]"
Frumoase vremuri!,"[0, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0.33, 0, 0, 0, 0.33, 1]",[7]
Acest moment merită o sărbătoare. La revedere pentru totdeauna!,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0, 1]","[0.33, 0, 0, 0, 0, 0, 0.66]",[7]
"Asa si eu,dar sunt demoralizata de ce se întâmplă??????","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[1, 1, 2, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0.33, 0.33, 0.66, 0, 0, 0, 0]",[3]
VIDEO Dezastru pe plaja de la <|PROPN|>: <|PROPN|> a cerut Primăriei <|PROPN|> să înlăture construcțiile ridicate ilegal <|URL|> …,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0.33, 0.33, 0, 0, 0, 0]",[1]
"VIDEO EXCLUSIV – PANICĂ ÎN <|PROPN|> MARE: ” Minoră violată, ucisă și aruncată în tomberon la Combinat ” – o mare minciună LIVE PE <|PROPN|> . Află de ce au intervenit mascații via din <|PROPN|> - <|PROPN|> ","[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 2, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.33, 0.33, 0.33, 0.66, 0, 0, 0]",[4]
Doliu la Crucea Roșie. A fost răpus de coronavirus,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0, 0, 0, 0.33, 0, 0]",[1]
"Medicii care trateaza bolnavii de coronavirus primesc cadou o saptamana de vacanta in <|PROPN|>. ""Ne-am gandit sa le multumim celor carora le-am incredintat viata""","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0.33, 1]",[7]
"CoViD-19 nu este o glumă! Gravitatea situației nu este corect înțeleasă în <|PROPN|>! Rețeaua de Solidaritate continuă campania #covidpebune- o acțiune de informare, menită să faciliteze conștientizarea situației reale și deconstrucția știrilor false. #covidpebune","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0.66, 0, 0, 0.33, 0]",[3]
", despre sedinta de Guvern: "" Nu suporta amanare "". Ar urma sa participe si ministrii <|PROPN|>","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0.33, 0.66, 0, 0]",[5]
Craciun Fericit * * * * tuturor oriunde v- ati afla * * * Sarbatori binecuvantate * * * * <|PROPN|> si <|PROPN|> * * * Numai bine * * * *,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 1]",[7]
"ALDE, mâhnit de decizia Guvernului privind restaurantele: ' Haosul din guvernarea ne duce într- o situație de- a dreptul halucinantă '","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
Reteta zilei: Floricele de porumb aromate cu unt si <|PROPN|> ,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0, 0.33]",[5]
Doamne nu e nimic mai trist decat sa vad actori extrem de buni in filme extrem de proaste,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0]","[3, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0.33, 0, 0, 0]",[1]
Fotografii rare cu femei care au încălcat legea în anii 1920 în <|PROPN|> foto,"[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0, 0.66, 0, 0]",[5]
"Ne mişcăm ca o găină descăpăţânată! Doar din crispări, reflexe şi împroşcă <|URL|> cuprinşi de năuceala lipsei de creier, ceea ce ne dă, priviţi din afară, imaginea stranie a lucrului de neînţeles. Ca la grădina zoologică: ”aşa ceva nu există”!","[1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[2, 1, 2, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0]","[0.66, 0.33, 0.66, 0, 0, 0, 0]","[1, 3]"
Pentru mine e un chin 😞,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",[1]
"😜 "" PE- <|PROPN|> DE! "" Replica tuturor Prostilor,, in frunte cu <|PROPN|> ' cel cretin, la propriile neputinte si. Eu as fi desenat degete mijlocii, iar tapul l- as fi facut roz, asta fiind noua culoare a incasatorilor de muie, <|PROPN|> deja.","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",[4]
"Pe mine nu <|PROPN|> umileste <|URL|> <|PROPN|> cunoaste din trecut,stie ca eu nu <|PROPN|> plec in fata nimanui, prefer sa mor cu el(ea)de <|PROPN|>... sunt in stare de orice!Imi vad de treaba dar daca m-ai calcat pe batatura... Nu sunt suparata,dezamagita si m","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 2, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0.66, 0, 0.33, 0]",[4]
incepe sa ma loveasca panica nu mai vreau,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 2, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0.66, 0, 0.33, 0, 0]",[3]
Sa fim corect informați! #coronavirus <|URL|> …,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
Voi fi îndurerată in fata ta și cred ca voi face un lucru bun,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0]","[3, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0.33, 0]",[1]
Condoleanțe familiilor îndurerate și rugăciune pentru cei care încă se luptă pentru   viață …,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0]","[3, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0.33, 0]",[1]
"„ Daca medicina molecul modernă nu ar exista, cu analizele genetice, anticorpi și laborat de referință, atunci gripa porcină ar fi cucerit lumea și niciun medic nu ar fi observ nimic. Dar lucrurile au stat altfel. <|PROPN|> , interes și lobby-ul <|PROPN|> au alarmat sistematic lumea","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0.33, 0.66, 0, 0]",[5]
Îs mirată. Acum mai rămâne săi recunosc și dacă își vopsesc părul,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",[2]
Război fără precedent în lumea spionilor. Miza: secretele vaccinului pentru COVID-19,"[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0, 0.66, 0, 0]",[5]
"Germania: Bombă artizanală, într-un tren în apropiere de <|PROPN|> -","[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[0, 3, 3, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]","[2, 3]"
O aparitie interesanta si un talent cu adevarat surprinzator! <|PROPN|> RomaniiAuTalent,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 2, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]","[0, 0.66, 0, 0, 0, 0, 0.33]",[2]
"Mânia, patima „cea mai respingătoare şi mai sălbatică”- <|PROPN|> <|URL|>!Y24mk-N0?utm_…","[0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0]","[0, 1, 0, 1, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0.33, 0, 0.33, 0.66, 0, 0]",[5]
"industria imigratiei face parte din industria turismului., un celebru cantaret romanesc de rock s- a ratacit la TV. a sustinut ca Covid-19 este un fals., care se presupune ca este un jurnalist neutru,","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",[5]
"În ce condiții ar putea intra municipiul <|PROPN|> în <|PROPN|> : Rata de incidență, la nivel alarmant","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 3, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",[3]
26 Dar DOMNUL s-a mâniat pe mine din cauza voastră şi nu m-a ascultat. El mi-a răspuns: «Destul! Nu-Mi mai vorbi despre lucrul acesta.,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 2, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0.33, 0.66, 0, 0, 0]",[4]
Imi cer scuze in avans pt indiscretie dar nu pot sa Nu obs. Ca de cateva zile esti intr- o Stare de melancolie. Fie de la o indragosteala fie de la o dezamagire.,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0.33, 0, 0, 0, 0, 0]",[1]
Sper ca totuși competența a fost principalul driver 🤦🏽‍♂️,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 2, 0]","[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0.33, 0.66, 0]",[6]
"Cât despre dragoste este undeva in biblie foarte frumos spus, cred că în,, Cântarea cântărilor "": dragostea este îndelung răbdătoare, nu se grăbește, lesne iertătoare, nu se trufește....","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0.33, 0.33, 0.66]",[7]
omul e la pensie de mai multă <|URL|> judec competența științiifcă...mă mir cum poate exista o asemenea dedublare,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",[2]
Mai avem nevoie si de ziare. Citite la o cafea. Acum vreo 10 ani ma opream aproape zilnic sa beau cafeaua si sa citesc presa. Am fost printre primii 10 clienti ai ( Moșilor cu <|PROPN|> ). Ma imprietenisem cu …,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0.66, 0.33, 0]",[5]
Doliu în cinematografia americană! A decedat faimosul actorul <|PROPN|>...,"[0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.66, 0.33, 0, 0, 0.33, 0, 0]",[1]
